date,country,continent,flights,new_cases,stringency_index
2020-09-16,Indonesia,AS,38,3963.0,68.98
2020-09-16,Ireland,EU,142,207.0,67.13
2020-09-16,Israel,AS,64,5527.0,37.96
2020-09-16,India,AS,792,90123.0,76.39
2020-09-16,Iraq,AS,1,4224.0,73.15
2020-09-16,Iran,AS,20,2705.0,54.63
2020-09-16,Iceland,EU,15,0.0,37.96
2020-09-16,Italy,EU,823,1229.0,66.67
2020-09-16,Japan,AS,603,490.0,35.19
2020-09-16,South Korea,AS,120,113.0,50.46
2020-09-16,Kazakhstan,AS,12,472.0,75.93
2020-09-16,Lebanon,AS,27,592.0,72.22
2020-09-16,Lithuania,EU,52,57.0,39.81
2020-09-16,Luxembourg,EU,52,0.0,47.22
2020-09-16,Latvia,EU,52,0.0,34.26
2020-09-16,Malta,EU,35,0.0,42.59
2020-09-16,Malaysia,AS,234,23.0,66.2
2020-09-16,Netherlands,EU,453,0.0,50.93
2020-09-16,Norway,EU,490,133.0,37.96
2020-09-16,Philippines,AS,100,3544.0,67.13
2020-09-16,Pakistan,AS,4,404.0,43.98
2020-09-16,Poland,EU,383,605.0,36.11
2020-09-16,Portugal,EU,274,0.0,62.04
2020-09-16,Qatar,AS,176,239.0,64.81
2020-09-16,Romania,EU,94,1111.0,45.37
2020-09-16,Serbia,EU,18,74.0,54.63
2020-09-16,Russia,EU,945,5670.0,38.89
2020-09-16,Saudi Arabia,AS,55,672.0,57.41
2020-09-16,Sweden,EU,194,292.0,55.56
2020-09-16,Singapore,AS,110,34.0,56.48
2020-09-16,Slovenia,EU,31,0.0,50.0
2020-09-16,Slovakia,EU,36,92.0,31.48
2020-09-16,Thailand,AS,90,10.0,47.22
2020-09-16,Turkey,AS,593,8472.0,73.61
2020-09-16,Taiwan,AS,214,,23.15
2020-09-16,Ukraine,EU,99,0.0,64.35
2020-09-16,Vietnam,AS,98,0.0,77.31
2020-09-17,United Arab Emirates,AS,368,842.0,54.63
2020-09-17,Austria,EU,219,723.0,37.04
2020-09-17,Bangladesh,AS,17,1593.0,80.09
2020-09-17,Belgium,EU,239,1628.0,52.78
2020-09-17,Bulgaria,EU,5,0.0,35.19
2020-09-17,Bahrain,AS,35,841.0,63.89
2020-09-17,Brunei,AS,2,0.0,35.19
2020-09-17,Belarus,EU,34,211.0,31.48
2020-09-17,Switzerland,EU,457,516.0,43.06
2020-09-17,China,AS,402,19.0,81.94
2020-09-17,Cyprus,AS,50,8.0,53.7
2020-09-17,Czechia,EU,142,2135.0,38.89
2020-09-17,Germany,EU,1855,0.0,49.54
2020-09-17,Denmark,EU,256,369.0,49.54
2020-09-17,Estonia,EU,23,0.0,35.19
2020-09-17,Spain,EU,764,0.0,60.65
2020-09-17,Finland,EU,78,124.0,32.41
2020-09-17,France,EU,1157,0.0,48.61
2020-09-17,United Kingdom,EU,1885,3551.0,65.74
2020-09-17,Greece,EU,161,0.0,61.11
2020-09-17,Hong Kong,AS,188,,62.96
2020-09-17,Croatia,EU,38,280.0,28.7
2020-09-17,Hungary,EU,39,710.0,40.74
2020-09-17,Indonesia,AS,23,3635.0,68.98
2020-09-17,Ireland,EU,139,357.0,67.13
2020-09-17,Israel,AS,92,4568.0,37.96
2020-09-17,India,AS,743,97894.0,76.39
2020-09-17,Iraq,AS,5,4357.0,73.15
2020-09-17,Iran,AS,22,2981.0,54.63
2020-09-17,Iceland,EU,21,0.0,37.96
2020-09-17,Italy,EU,845,1452.0,66.67
2020-09-17,Japan,AS,616,561.0,35.19
2020-09-17,South Korea,AS,290,153.0,50.46
2020-09-17,Kuwait,AS,2,698.0,74.07
2020-09-17,Kazakhstan,AS,11,335.0,75.93
2020-09-17,Lebanon,AS,28,634.0,72.22
2020-09-17,Lithuania,EU,40,62.0,39.81
2020-09-17,Luxembourg,EU,56,0.0,47.22
2020-09-17,Latvia,EU,51,0.0,34.26
2020-09-17,Malta,EU,36,0.0,42.59
2020-09-17,Malaysia,AS,204,62.0,66.2
2020-09-17,Netherlands,EU,468,0.0,50.93
2020-09-17,Norway,EU,500,137.0,37.96
2020-09-17,Philippines,AS,77,3507.0,67.13
2020-09-17,Pakistan,AS,6,665.0,41.2
2020-09-17,Poland,EU,329,600.0,36.11
2020-09-17,Portugal,EU,272,0.0,62.04
2020-09-17,Qatar,AS,205,235.0,64.81
2020-09-17,Romania,EU,72,1713.0,45.37
2020-09-17,Serbia,EU,29,102.0,54.63
2020-09-17,Russia,EU,984,5762.0,38.89
2020-09-17,Saudi Arabia,AS,90,621.0,57.41
2020-09-17,Sweden,EU,256,330.0,55.56
2020-09-17,Singapore,AS,91,26.0,56.48
2020-09-17,Slovenia,EU,15,0.0,50.0
2020-09-17,Slovakia,EU,32,161.0,31.48
2020-09-17,Thailand,AS,100,0.0,47.22
2020-09-17,Turkey,AS,614,8501.0,73.61
2020-09-17,Taiwan,AS,226,,23.15
2020-09-17,Ukraine,EU,96,0.0,64.35
2020-09-17,Vietnam,AS,88,0.0,77.31
2020-09-18,United Arab Emirates,AS,348,786.0,54.63
2020-09-18,Austria,EU,304,854.0,37.04
2020-09-18,Bangladesh,AS,14,1541.0,80.09
2020-09-18,Belgium,EU,283,1943.0,52.78
2020-09-18,Bulgaria,EU,12,0.0,35.19
2020-09-18,Bahrain,AS,19,705.0,63.89
2020-09-18,Brunei,AS,2,0.0,35.19
2020-09-18,Belarus,EU,41,224.0,31.48
2020-09-18,Switzerland,EU,526,499.0,43.06
2020-09-18,China,AS,405,44.0,81.94
2020-09-18,Cyprus,AS,54,10.0,53.7
2020-09-18,Czechia,EU,185,3128.0,38.89
2020-09-18,Germany,EU,2098,0.0,49.54
2020-09-18,Denmark,EU,273,453.0,49.54
2020-09-18,Estonia,EU,25,0.0,35.19
2020-09-18,Spain,EU,892,0.0,60.65
2020-09-18,Finland,EU,114,134.0,32.41
2020-09-18,France,EU,1212,0.0,48.61
2020-09-18,United Kingdom,EU,1934,4399.0,65.74
2020-09-18,Greece,EU,136,0.0,58.33
2020-09-18,Hong Kong,AS,177,,62.96
2020-09-18,Croatia,EU,38,250.0,28.7
2020-09-18,Hungary,EU,47,941.0,40.74
2020-09-18,Indonesia,AS,31,3891.0,68.98
2020-09-18,Ireland,EU,185,250.0,60.65
2020-09-18,Israel,AS,74,5378.0,81.48
2020-09-18,India,AS,807,96424.0,76.39
2020-09-18,Iraq,AS,2,4326.0,73.15
2020-09-18,Iran,AS,12,2815.0,54.63
2020-09-18,Iceland,EU,18,0.0,37.96
2020-09-18,Italy,EU,1011,1583.0,66.67
2020-09-18,Japan,AS,693,485.0,35.19
2020-09-18,South Korea,AS,318,126.0,50.46
2020-09-18,Kazakhstan,AS,11,320.0,75.93
2020-09-18,Lebanon,AS,23,685.0,72.22
2020-09-18,Lithuania,EU,47,87.0,39.81
2020-09-18,Luxembourg,EU,67,0.0,47.22
2020-09-18,Latvia,EU,76,0.0,34.26
2020-09-18,Malta,EU,48,0.0,42.59
2020-09-18,Malaysia,AS,226,21.0,66.2
2020-09-18,Netherlands,EU,523,0.0,50.93
2020-09-18,Norway,EU,506,117.0,37.96
2020-09-18,Philippines,AS,87,3355.0,67.13
2020-09-18,Pakistan,AS,5,545.0,41.2
2020-09-18,Poland,EU,428,837.0,23.15
2020-09-18,Portugal,EU,318,0.0,58.33
2020-09-18,Qatar,AS,172,244.0,64.81
2020-09-18,Romania,EU,99,1679.0,45.37
2020-09-18,Serbia,EU,53,82.0,54.63
2020-09-18,Russia,EU,999,5905.0,38.89
2020-09-18,Saudi Arabia,AS,50,593.0,57.41
2020-09-18,Sweden,EU,261,389.0,55.56
2020-09-18,Singapore,AS,104,18.0,56.48
2020-09-18,Slovenia,EU,24,0.0,50.0
2020-09-18,Slovakia,EU,31,235.0,31.48
2020-09-18,Thailand,AS,97,7.0,47.22
2020-09-18,Turkey,AS,631,8378.0,73.61
2020-09-18,Taiwan,AS,238,,23.15
2020-09-18,Ukraine,EU,120,0.0,64.35
2020-09-18,Vietnam,AS,64,3.0,77.31
2020-09-19,United Arab Emirates,AS,303,865.0,54.63
2020-09-19,Austria,EU,257,806.0,37.04
2020-09-19,Bangladesh,AS,12,1567.0,80.09
2020-09-19,Belgium,EU,190,1750.0,52.78
2020-09-19,Bulgaria,EU,7,0.0,35.19
2020-09-19,Bahrain,AS,41,690.0,63.89
2020-09-19,Belarus,EU,36,243.0,31.48
2020-09-19,Switzerland,EU,420,445.0,43.06
2020-09-19,China,AS,499,17.0,81.94
2020-09-19,Cyprus,AS,65,7.0,53.7
2020-09-19,Czechia,EU,144,2113.0,38.89
2020-09-19,Germany,EU,1969,0.0,49.54
2020-09-19,Denmark,EU,149,454.0,50.93
2020-09-19,Estonia,EU,19,0.0,35.19
2020-09-19,Spain,EU,825,0.0,60.65
2020-09-19,Finland,EU,78,168.0,32.41
2020-09-19,France,EU,995,0.0,48.61
2020-09-19,United Kingdom,EU,1599,4675.0,65.74
2020-09-19,Greece,EU,170,0.0,58.33
2020-09-19,Hong Kong,AS,175,,62.96
2020-09-19,Croatia,EU,25,234.0,28.7
2020-09-19,Hungary,EU,33,809.0,40.74
2020-09-19,Indonesia,AS,36,4168.0,68.98
2020-09-19,Ireland,EU,156,224.0,60.65
2020-09-19,Israel,AS,28,5333.0,81.48
2020-09-19,India,AS,762,93337.0,76.39
2020-09-19,Iraq,AS,2,4305.0,73.15
2020-09-19,Iran,AS,15,3049.0,54.63
2020-09-19,Iceland,EU,11,0.0,37.96
2020-09-19,Italy,EU,845,1907.0,66.67
2020-09-19,Japan,AS,758,579.0,35.19
2020-09-19,South Korea,AS,267,110.0,50.46
2020-09-19,Kazakhstan,AS,10,300.0,75.93
2020-09-19,Lebanon,AS,23,750.0,72.22
2020-09-19,Lithuania,EU,55,98.0,39.81
2020-09-19,Luxembourg,EU,58,0.0,47.22
2020-09-19,Latvia,EU,45,0.0,34.26
2020-09-19,Malta,EU,45,0.0,42.59
2020-09-19,Malaysia,AS,214,95.0,66.2
2020-09-19,Netherlands,EU,480,0.0,50.93
2020-09-19,Norway,EU,246,94.0,37.96
2020-09-19,Philippines,AS,78,3257.0,67.13
2020-09-19,Pakistan,AS,4,752.0,41.2
2020-09-19,Poland,EU,394,757.0,23.15
2020-09-19,Portugal,EU,299,0.0,58.33
2020-09-19,Qatar,AS,158,224.0,64.81
2020-09-19,Romania,EU,60,1527.0,45.37
2020-09-19,Serbia,EU,34,62.0,54.63
2020-09-19,Russia,EU,928,6065.0,38.89
2020-09-19,Saudi Arabia,AS,67,576.0,57.41
2020-09-19,Sweden,EU,179,437.0,55.56
2020-09-19,Singapore,AS,95,11.0,56.48
2020-09-19,Slovenia,EU,30,0.0,50.0
2020-09-19,Slovakia,EU,23,290.0,31.48
2020-09-19,Thailand,AS,113,3.0,47.22
2020-09-19,Turkey,AS,609,8501.0,73.61
2020-09-19,Taiwan,AS,228,,23.15
2020-09-19,Ukraine,EU,109,0.0,64.35
2020-09-19,Vietnam,AS,20,2.0,77.31
2020-09-20,United Arab Emirates,AS,361,809.0,54.63
2020-09-20,Austria,EU,290,875.0,37.04
2020-09-20,Bangladesh,AS,21,1544.0,80.09
2020-09-20,Belgium,EU,233,1709.0,52.78
2020-09-20,Bulgaria,EU,9,928.0,35.19
2020-09-20,Bahrain,AS,37,620.0,63.89
2020-09-20,Brunei,AS,3,0.0,35.19
2020-09-20,Belarus,EU,38,231.0,31.48
2020-09-20,Switzerland,EU,390,284.0,43.06
2020-09-20,China,AS,425,26.0,81.94
2020-09-20,Cyprus,AS,69,15.0,53.7
2020-09-20,Czechia,EU,154,2046.0,38.89
2020-09-20,Germany,EU,2192,12285.0,49.54
2020-09-20,Denmark,EU,209,589.0,50.93
2020-09-20,Estonia,EU,23,244.0,35.19
2020-09-20,Spain,EU,888,80808.0,60.65
2020-09-20,Finland,EU,81,191.0,32.41
2020-09-20,France,EU,1041,73481.0,48.61
2020-09-20,United Kingdom,EU,1757,4973.0,65.74
2020-09-20,Greece,EU,196,2242.0,58.33
2020-09-20,Hong Kong,AS,162,,62.96
2020-09-20,Croatia,EU,50,212.0,28.7
2020-09-20,Hungary,EU,36,1070.0,40.74
2020-09-20,Indonesia,AS,32,3989.0,68.98
2020-09-20,Ireland,EU,179,248.0,60.65
2020-09-20,Israel,AS,48,3809.0,81.48
2020-09-20,India,AS,733,92605.0,76.39
2020-09-20,Iraq,AS,2,3907.0,64.81
2020-09-20,Iran,AS,10,2845.0,54.63
2020-09-20,Iceland,EU,14,212.0,37.96
2020-09-20,Italy,EU,1040,1637.0,66.67
2020-09-20,Jordan,AS,1,196.0,70.37
2020-09-20,Japan,AS,643,584.0,35.19
2020-09-20,South Korea,AS,293,82.0,50.46
2020-09-20,Kuwait,AS,1,521.0,74.07
2020-09-20,Kazakhstan,AS,9,335.0,75.93
2020-09-20,Lebanon,AS,25,779.0,72.22
2020-09-20,Lithuania,EU,50,86.0,39.81
2020-09-20,Luxembourg,EU,61,590.0,47.22
2020-09-20,Latvia,EU,67,51.0,34.26
2020-09-20,Malta,EU,43,376.0,42.59
2020-09-20,Malaysia,AS,244,20.0,66.2
2020-09-20,Netherlands,EU,490,13807.0,48.15
2020-09-20,Norway,EU,384,58.0,37.96
2020-09-20,Philippines,AS,82,3905.0,67.13
2020-09-20,Pakistan,AS,4,645.0,41.2
2020-09-20,Poland,EU,383,1002.0,23.15
2020-09-20,Portugal,EU,323,4518.0,58.33
2020-09-20,Qatar,AS,217,229.0,64.81
2020-09-20,Romania,EU,80,1333.0,45.37
2020-09-20,Serbia,EU,27,83.0,54.63
2020-09-20,Russia,EU,1008,6148.0,38.89
2020-09-20,Saudi Arabia,AS,58,551.0,57.41
2020-09-20,Sweden,EU,214,279.0,55.56
2020-09-20,Singapore,AS,95,15.0,56.48
2020-09-20,Slovenia,EU,31,721.0,50.0
2020-09-20,Slovakia,EU,22,131.0,31.48
2020-09-20,Thailand,AS,98,6.0,47.22
2020-09-20,Turkey,AS,594,8268.0,73.61
2020-09-20,Taiwan,AS,212,,23.15
2020-09-20,Ukraine,EU,101,21092.0,64.35
2020-09-20,Vietnam,AS,23,0.0,77.31
2020-09-21,United Arab Emirates,AS,301,674.0,54.63
2020-09-21,Austria,EU,264,666.0,37.04
2020-09-21,Bangladesh,AS,17,1705.0,80.09
2020-09-21,Belgium,EU,244,894.0,52.78
2020-09-21,Bulgaria,EU,7,0.0,35.19
2020-09-21,Bahrain,AS,38,540.0,63.89
2020-09-21,Brunei,AS,1,0.0,35.19
2020-09-21,Belarus,EU,33,213.0,31.48
2020-09-21,Switzerland,EU,409,200.0,43.06
2020-09-21,China,AS,457,36.0,75.46
2020-09-21,Cyprus,AS,50,20.0,53.7
2020-09-21,Czechia,EU,126,984.0,38.89
2020-09-21,Germany,EU,1801,0.0,49.54
2020-09-21,Denmark,EU,244,469.0,50.93
2020-09-21,Estonia,EU,18,0.0,35.19
2020-09-21,Spain,EU,810,0.0,60.65
2020-09-21,Finland,EU,96,187.0,32.41
2020-09-21,France,EU,1025,0.0,48.61
2020-09-21,United Kingdom,EU,1816,4889.0,65.74
2020-09-21,Greece,EU,170,0.0,58.33
2020-09-21,Hong Kong,AS,155,,62.96
2020-09-21,Croatia,EU,38,197.0,28.7
2020-09-21,Hungary,EU,46,876.0,40.74
2020-09-21,Indonesia,AS,20,4176.0,68.98
2020-09-21,Ireland,EU,152,267.0,52.31
2020-09-21,Israel,AS,46,2576.0,81.48
2020-09-21,India,AS,619,86961.0,70.83
2020-09-21,Iraq,AS,3,3438.0,64.81
2020-09-21,Iran,AS,14,3097.0,54.63
2020-09-21,Iceland,EU,16,0.0,37.96
2020-09-21,Italy,EU,925,1587.0,62.96
2020-09-21,Jordan,AS,1,239.0,70.37
2020-09-21,Japan,AS,664,483.0,35.19
2020-09-21,South Korea,AS,261,70.0,48.61
2020-09-21,Kuwait,AS,1,385.0,74.07
2020-09-21,Kazakhstan,AS,9,107.0,75.93
2020-09-21,Lebanon,AS,23,1006.0,72.22
2020-09-21,Lithuania,EU,43,46.0,39.81
2020-09-21,Luxembourg,EU,60,0.0,47.22
2020-09-21,Latvia,EU,56,0.0,34.26
2020-09-21,Malta,EU,41,0.0,42.59
2020-09-21,Malaysia,AS,200,52.0,63.43
2020-09-21,Netherlands,EU,453,0.0,48.15
2020-09-21,Norway,EU,481,77.0,32.41
2020-09-21,Philippines,AS,95,3284.0,67.13
2020-09-21,Pakistan,AS,3,640.0,41.2
2020-09-21,Poland,EU,347,910.0,23.15
2020-09-21,Portugal,EU,304,0.0,58.33
2020-09-21,Qatar,AS,204,230.0,64.81
2020-09-21,Romania,EU,93,1231.0,45.37
2020-09-21,Serbia,EU,27,68.0,54.63
2020-09-21,Russia,EU,936,6196.0,38.89
2020-09-21,Saudi Arabia,AS,53,483.0,57.41
2020-09-21,Sweden,EU,235,133.0,55.56
2020-09-21,Singapore,AS,79,18.0,56.48
2020-09-21,Slovenia,EU,22,0.0,50.0
2020-09-21,Slovakia,EU,20,79.0,31.48
2020-09-21,Thailand,AS,81,0.0,47.22
2020-09-21,Turkey,AS,559,8249.0,69.91
2020-09-21,Taiwan,AS,207,,23.15
2020-09-21,Ukraine,EU,109,0.0,64.35
2020-09-21,Vietnam,AS,14,0.0,75.46
2020-09-22,United Arab Emirates,AS,299,679.0,54.63
2020-09-22,Austria,EU,191,471.0,37.04
2020-09-22,Bangladesh,AS,15,1557.0,80.09
2020-09-22,Belgium,EU,231,461.0,52.78
2020-09-22,Bulgaria,EU,9,0.0,35.19
2020-09-22,Bahrain,AS,36,713.0,63.89
2020-09-22,Brunei,AS,7,0.0,35.19
2020-09-22,Belarus,EU,36,224.0,31.48
2020-09-22,Switzerland,EU,374,395.0,43.06
2020-09-22,China,AS,492,14.0,71.76
2020-09-22,Cyprus,AS,31,3.0,53.7
2020-09-22,Czechia,EU,129,1478.0,38.89
2020-09-22,Germany,EU,1796,0.0,49.54
2020-09-22,Denmark,EU,229,418.0,50.93
2020-09-22,Estonia,EU,20,0.0,35.19
2020-09-22,Spain,EU,685,0.0,60.65
2020-09-22,Finland,EU,97,178.0,32.41
2020-09-22,France,EU,910,0.0,46.76
2020-09-22,United Kingdom,EU,1596,5340.0,65.74
2020-09-22,Greece,EU,148,0.0,58.33
2020-09-22,Hong Kong,AS,182,,62.96
2020-09-22,Croatia,EU,37,70.0,28.7
2020-09-22,Hungary,EU,34,633.0,40.74
2020-09-22,Indonesia,AS,29,4071.0,68.98
2020-09-22,Ireland,EU,127,395.0,52.31
2020-09-22,Israel,AS,54,3869.0,81.48
2020-09-22,India,AS,674,75083.0,70.83
2020-09-22,Iraq,AS,1,3821.0,64.81
2020-09-22,Iran,AS,5,3341.0,54.63
2020-09-22,Iceland,EU,13,0.0,37.96
2020-09-22,Italy,EU,715,1350.0,62.96
2020-09-22,Japan,AS,742,298.0,35.19
2020-09-22,South Korea,AS,212,61.0,48.61
2020-09-22,Kuwait,AS,1,530.0,74.07
2020-09-22,Kazakhstan,AS,12,87.0,75.93
2020-09-22,Lebanon,AS,26,684.0,72.22
2020-09-22,Lithuania,EU,65,31.0,39.81
2020-09-22,Luxembourg,EU,46,0.0,47.22
2020-09-22,Latvia,EU,61,0.0,34.26
2020-09-22,Malta,EU,37,0.0,42.59
2020-09-22,Malaysia,AS,179,57.0,63.43
2020-09-22,Netherlands,EU,403,0.0,48.15
2020-09-22,Norway,EU,466,163.0,32.41
2020-09-22,Philippines,AS,94,3439.0,67.13
2020-09-22,Pakistan,AS,3,633.0,41.2
2020-09-22,Poland,EU,338,748.0,23.15
2020-09-22,Portugal,EU,243,0.0,58.33
2020-09-22,Qatar,AS,218,228.0,64.81
2020-09-22,Romania,EU,64,808.0,45.37
2020-09-22,Serbia,EU,20,30.0,54.63
2020-09-22,Russia,EU,881,6215.0,40.74
2020-09-22,Saudi Arabia,AS,66,492.0,57.41
2020-09-22,Sweden,EU,246,266.0,55.56
2020-09-22,Singapore,AS,82,30.0,56.48
2020-09-22,Slovenia,EU,15,0.0,50.0
2020-09-22,Slovakia,EU,28,175.0,31.48
2020-09-22,Thailand,AS,97,5.0,47.22
2020-09-22,Turkey,AS,509,8473.0,69.91
2020-09-22,Taiwan,AS,204,,23.15
2020-09-22,Ukraine,EU,80,0.0,64.35
2020-09-22,Vietnam,AS,48,0.0,75.46
2020-09-23,United Arab Emirates,AS,324,852.0,54.63
2020-09-23,Austria,EU,177,581.0,37.04
2020-09-23,Bangladesh,AS,15,1666.0,80.09
2020-09-23,Belgium,EU,223,2202.0,52.78
2020-09-23,Bulgaria,EU,4,0.0,35.19
2020-09-23,Bahrain,AS,42,650.0,63.89
2020-09-23,Brunei,AS,2,0.0,35.19
2020-09-23,Belarus,EU,35,206.0,31.48
2020-09-23,Switzerland,EU,376,426.0,43.06
2020-09-23,China,AS,524,18.0,63.43
2020-09-23,Cyprus,AS,56,15.0,53.7
2020-09-23,Czechia,EU,119,2393.0,38.89
2020-09-23,Germany,EU,1798,0.0,49.54
2020-09-23,Denmark,EU,218,476.0,50.93
2020-09-23,Estonia,EU,23,0.0,35.19
2020-09-23,Spain,EU,713,0.0,60.65
2020-09-23,Finland,EU,123,148.0,32.41
2020-09-23,France,EU,911,0.0,46.76
2020-09-23,United Kingdom,EU,1318,5627.0,65.74
2020-09-23,Greece,EU,122,0.0,58.33
2020-09-23,Hong Kong,AS,186,,59.26
2020-09-23,Croatia,EU,36,144.0,28.7
2020-09-23,Hungary,EU,40,951.0,40.74
2020-09-23,Indonesia,AS,35,4465.0,72.69
2020-09-23,Ireland,EU,131,188.0,52.31
2020-09-23,Israel,AS,46,7019.0,81.48
2020-09-23,India,AS,788,83347.0,70.83
2020-09-23,Iraq,AS,1,4724.0,64.81
2020-09-23,Iran,AS,11,3712.0,54.63
2020-09-23,Iceland,EU,15,0.0,37.96
2020-09-23,Italy,EU,810,1391.0,62.96
2020-09-23,Japan,AS,599,330.0,35.19
2020-09-23,South Korea,AS,181,110.0,48.61
2020-09-23,Kazakhstan,AS,13,440.0,75.93
2020-09-23,Lebanon,AS,27,851.0,72.22
2020-09-23,Lithuania,EU,53,132.0,39.81
2020-09-23,Luxembourg,EU,51,0.0,47.22
2020-09-23,Latvia,EU,53,0.0,34.26
2020-09-23,Malta,EU,38,0.0,42.59
2020-09-23,Malaysia,AS,208,82.0,63.43
2020-09-23,Netherlands,EU,389,0.0,48.15
2020-09-23,Norway,EU,393,101.0,32.41
2020-09-23,Philippines,AS,108,1604.0,67.13
2020-09-23,Pakistan,AS,3,582.0,41.2
2020-09-23,Poland,EU,352,711.0,23.15
2020-09-23,Portugal,EU,252,0.0,58.33
2020-09-23,Qatar,AS,203,313.0,64.81
2020-09-23,Romania,EU,77,1059.0,45.37
2020-09-23,Serbia,EU,37,61.0,54.63
2020-09-23,Russia,EU,882,6431.0,40.74
2020-09-23,Saudi Arabia,AS,37,552.0,57.41
2020-09-23,Sweden,EU,240,438.0,55.56
2020-09-23,Singapore,AS,107,21.0,56.48
2020-09-23,Slovenia,EU,10,0.0,50.0
2020-09-23,Slovakia,EU,21,338.0,31.48
2020-09-23,Thailand,AS,108,3.0,47.22
2020-09-23,Turkey,AS,546,8422.0,69.91
2020-09-23,Taiwan,AS,225,,23.15
2020-09-23,Ukraine,EU,98,0.0,64.35
2020-09-23,Vietnam,AS,64,0.0,75.46
2020-09-24,United Arab Emirates,AS,338,1083.0,54.63
2020-09-24,Austria,EU,254,719.0,37.04
2020-09-24,Bangladesh,AS,25,1540.0,80.09
2020-09-24,Belgium,EU,218,2074.0,52.78
2020-09-24,Bulgaria,EU,10,0.0,35.19
2020-09-24,Bahrain,AS,34,612.0,63.89
2020-09-24,Brunei,AS,3,0.0,35.19
2020-09-24,Belarus,EU,38,253.0,31.48
2020-09-24,Switzerland,EU,342,389.0,43.06
2020-09-24,China,AS,369,10.0,63.43
2020-09-24,Cyprus,AS,40,36.0,53.7
2020-09-24,Czechia,EU,141,2308.0,38.89
2020-09-24,Germany,EU,1715,0.0,49.54
2020-09-24,Denmark,EU,223,558.0,50.93
2020-09-24,Estonia,EU,22,0.0,35.19
2020-09-24,Spain,EU,746,0.0,60.65
2020-09-24,Finland,EU,109,291.0,32.41
2020-09-24,France,EU,963,0.0,46.76
2020-09-24,United Kingdom,EU,1465,6441.0,67.59
2020-09-24,Greece,EU,163,0.0,58.33
2020-09-24,Hong Kong,AS,194,,59.26
2020-09-24,Croatia,EU,36,204.0,28.7
2020-09-24,Hungary,EU,39,750.0,40.74
2020-09-24,Indonesia,AS,27,4634.0,72.69
2020-09-24,Ireland,EU,122,323.0,52.31
2020-09-24,Israel,AS,60,7142.0,81.48
2020-09-24,India,AS,771,86508.0,70.83
2020-09-24,Iraq,AS,5,5055.0,61.11
2020-09-24,Iran,AS,11,3605.0,54.63
2020-09-24,Iceland,EU,13,0.0,37.96
2020-09-24,Italy,EU,861,1640.0,62.96
2020-09-24,Japan,AS,565,273.0,35.19
2020-09-24,South Korea,AS,260,125.0,48.61
2020-09-24,Kazakhstan,AS,10,307.0,75.93
2020-09-24,Lebanon,AS,32,940.0,72.22
2020-09-24,Lithuania,EU,61,135.0,39.81
2020-09-24,Luxembourg,EU,56,0.0,47.22
2020-09-24,Latvia,EU,49,0.0,34.26
2020-09-24,Malta,EU,39,0.0,42.59
2020-09-24,Malaysia,AS,234,147.0,52.78
2020-09-24,Netherlands,EU,398,0.0,48.15
2020-09-24,Norway,EU,388,143.0,32.41
2020-09-24,Philippines,AS,107,2833.0,67.13
2020-09-24,Pakistan,AS,4,532.0,41.2
2020-09-24,Poland,EU,329,974.0,23.15
2020-09-24,Portugal,EU,285,0.0,58.33
2020-09-24,Qatar,AS,229,258.0,64.81
2020-09-24,Romania,EU,61,1767.0,45.37
2020-09-24,Serbia,EU,40,81.0,54.63
2020-09-24,Russia,EU,921,6595.0,40.74
2020-09-24,Saudi Arabia,AS,52,561.0,57.41
2020-09-24,Sweden,EU,256,553.0,55.56
2020-09-24,Singapore,AS,91,12.0,56.48
2020-09-24,Slovenia,EU,26,0.0,50.0
2020-09-24,Slovakia,EU,26,360.0,31.48
2020-09-24,Thailand,AS,101,2.0,47.22
2020-09-24,Turkey,AS,579,8497.0,69.91
2020-09-24,Taiwan,AS,234,,23.15
2020-09-24,Ukraine,EU,98,0.0,64.35
2020-09-24,Vietnam,AS,63,1.0,75.46
2020-09-25,United Arab Emirates,AS,370,1002.0,54.63
2020-09-25,Austria,EU,209,804.0,37.04
2020-09-25,Bangladesh,AS,17,1383.0,80.09
2020-09-25,Belgium,EU,247,2096.0,52.78
2020-09-25,Bulgaria,EU,13,0.0,35.19
2020-09-25,Bahrain,AS,27,687.0,63.89
2020-09-25,Brunei,AS,2,1.0,35.19
2020-09-25,Belarus,EU,39,294.0,31.48
2020-09-25,Switzerland,EU,401,310.0,43.06
2020-09-25,China,AS,401,15.0,63.43
2020-09-25,Cyprus,AS,53,9.0,53.7
2020-09-25,Czechia,EU,102,2909.0,38.89
2020-09-25,Germany,EU,1648,0.0,49.54
2020-09-25,Denmark,EU,227,559.0,50.93
2020-09-25,Estonia,EU,20,0.0,35.19
2020-09-25,Spain,EU,819,0.0,60.65
2020-09-25,Finland,EU,95,301.0,32.41
2020-09-25,France,EU,971,0.0,46.76
2020-09-25,United Kingdom,EU,1559,7096.0,67.59
2020-09-25,Greece,EU,153,0.0,58.33
2020-09-25,Hong Kong,AS,195,,59.26
2020-09-25,Croatia,EU,45,232.0,28.7
2020-09-25,Hungary,EU,50,927.0,40.74
2020-09-25,Indonesia,AS,36,4823.0,72.69
2020-09-25,Ireland,EU,168,231.0,52.31
2020-09-25,Israel,AS,54,8258.0,85.19
2020-09-25,India,AS,833,86052.0,70.83
2020-09-25,Iraq,AS,6,4471.0,61.11
